   45.50000  29.50000   1.21000   1.21000
   13.50000  12.50000   1.27000   1.27000
   22.50000  11.50000   1.34000   1.34000
   17.50000  34.50000   1.36000   1.36000
   39.50000  43.50000   1.37000   1.37000
    3.50000  23.50000   1.38000   1.38000
   30.50000  22.50000   1.38000   1.38000
   46.50000  13.50000   1.66000   1.66000
   30.50000   9.50000   1.70000   1.70000
   27.50000  32.50000   1.71000   1.71000
   12.50000  34.50000   1.78000   1.78000
   25.50000   4.50000   1.81000   1.81000
   27.50000  34.50000   1.82000   1.82000
   45.50000   6.50000   1.89000   1.89000
    3.50000  47.50000   1.96000   1.96000
   33.50000  31.50000   1.98000   1.98000
   41.50000  26.50000   2.13000   2.13000
   19.50000  20.50000   2.17000   2.17000
    0.50000  41.50000   2.33000   2.33000
    5.50000  22.50000   2.34000   2.34000
   43.50000  10.50000   2.47000   2.47000
   41.50000  45.50000   2.75000   2.75000
   28.50000  42.50000   2.76000   2.76000
   21.50000  34.50000   2.84000   2.84000
   16.50000  13.50000   2.99000   2.99000
   23.50000  24.50000   3.04000   3.04000
    2.50000   1.50000   3.33000   3.33000
   47.50000  44.50000   3.35000   3.35000
   39.50000  38.50000   3.51000   3.51000
   46.50000  34.50000   3.81000   3.81000
   35.50000  45.50000   4.60000   4.60000
   25.50000  25.50000   4.89000   4.89000
   28.50000  44.50000   5.05000   5.05000
   19.50000  42.50000   5.15000   5.15000
   38.50000  36.50000   5.31000   5.31000
    2.50000   9.50000   6.26000   6.26000
   32.50000  36.50000   6.41000   6.41000
    0.50000   8.50000   6.49000   6.49000
   31.50000  45.50000   7.53000   7.53000
    9.50000  29.50000   8.03000   8.03000
   39.50000  31.50000   8.34000   8.34000
   17.50000  15.50000   9.08000   9.08000
    2.50000  14.50000  10.27000  10.27000
   30.50000  41.50000  17.19000  17.19000
   35.50000  32.50000  18.76000  18.76000
   37.50000  36.50000   3.64000   3.64000
   38.50000  35.50000   3.59000   3.59000
   38.50000  37.50000   9.08000   9.08000
   39.50000  36.50000   2.22000   2.22000
    1.50000   9.50000   7.56000   7.56000
    2.50000   8.50000   8.90000   8.90000
    2.50000  10.50000   2.55000   2.55000
    3.50000   9.50000   7.92000   7.92000
   31.50000  36.50000   4.29000   4.29000
   32.50000  35.50000   2.33000   2.33000
   32.50000  37.50000   3.21000   3.21000
   33.50000  36.50000   7.71000   7.71000
    0.50000   7.50000  12.74000  12.74000
    0.50000   9.50000  15.77000  15.77000
    1.50000   8.50000  20.35000  20.35000
   30.50000  45.50000   5.54000   5.54000
   31.50000  44.50000   5.38000   5.38000
   31.50000  46.50000  15.77000  15.77000
   32.50000  45.50000  10.20000  10.20000
    8.50000  29.50000   9.01000   9.01000
    9.50000  28.50000   9.27000   9.27000
    9.50000  30.50000   3.56000   3.56000
   10.50000  29.50000   2.52000   2.52000
   38.50000  31.50000  18.64000  18.64000
   39.50000  30.50000   7.94000   7.94000
   39.50000  32.50000   2.28000   2.28000
   40.50000  31.50000   2.51000   2.51000
   16.50000  15.50000  19.44000  19.44000
   17.50000  14.50000   2.96000   2.96000
   17.50000  16.50000   2.97000   2.97000
   18.50000  15.50000   4.92000   4.92000
    1.50000  14.50000   5.54000   5.54000
    2.50000  13.50000   8.71000   8.71000
    2.50000  15.50000   2.74000   2.74000
    3.50000  14.50000   3.61000   3.61000
   29.50000  41.50000  58.32000  58.32000
   30.50000  40.50000  11.08000  11.08000
   30.50000  42.50000  21.08000  21.08000
   31.50000  41.50000  22.75000  22.75000
   34.50000  32.50000   9.42000   9.42000
   35.50000  31.50000   8.48000   8.48000
   35.50000  33.50000   2.82000   2.82000
   36.50000  32.50000   5.26000   5.26000
